지역,아파트,면적,층,가격
대구광역시 북구 노원동3가,대구노원한신더휴,84.98,13,38500
대구광역시 북구 노원동3가,대구노원한신더휴,59.75,19,30800
대구광역시 북구 노원동3가,대구노원한신더휴,84.98,13,39800
대구광역시 북구 노원동3가,대구노원한신더휴,59.75,28,28000
대구광역시 북구 노원동3가,대구노원한신더휴,74.95,25,36200
대구광역시 북구 노원동3가,대구노원한신더휴,84.98,16,40050
대구광역시 북구 노원동3가,대구노원한신더휴,74.95,8,34500
대구광역시 북구 노원동3가,대구노원한신더휴,74.95,14,36500
대구광역시 북구 대현동,대구대현엘에이치3단지,84.26,21,45500
대구광역시 북구 대현동,대구대현엘에이치3단지,84.26,24,45500
대구광역시 북구 대현동,대구대현엘에이치3단지,84.26,8,45500
대구광역시 북구 대현동,대구대현엘에이치3단지,84.26,5,42000
대구광역시 북구 대현동,대현뜨란채,75.78,7,29000
대구광역시 북구 대현동,대현뜨란채,59.44,4,26600
대구광역시 북구 대현동,대현휴먼시아2단지,51.81,14,25200
대구광역시 북구 대현동,대현휴먼시아2단지,84.97,21,37500
대구광역시 북구 대현동,대현휴먼시아2단지,59.88,3,29200
대구광역시 북구 대현동,대현휴먼시아2단지,84.96,16,36200
대구광역시 북구 대현동,신화맨션,60,18,18500
대구광역시 북구 동변동,유니버시아드선수촌1단지,84.5776,8,25000
대구광역시 북구 동변동,유니버시아드선수촌1단지,109.9002,14,34700
대구광역시 북구 동변동,유니버시아드선수촌1단지,84.5776,4,24000
대구광역시 북구 동변동,유니버시아드선수촌2단지,83.4706,11,23700
대구광역시 북구 동변동,유니버시아드선수촌2단지,73.2815,8,21300
대구광역시 북구 동변동,유니버시아드선수촌2단지,59.9825,7,18000
대구광역시 북구 동변동,유니버시아드선수촌2단지,59.9825,10,19500
대구광역시 북구 동변동,주공그린빌8,46.2,7,12200
대구광역시 북구 동변동,주공그린빌8,71.43,8,20100
대구광역시 북구 동변동,주공그린빌8,59.83,11,16000
대구광역시 북구 동변동,주공그린빌8,59.83,12,16000
대구광역시 북구 동변동,주공그린빌8,46.2,1,12380
대구광역시 북구 동변동,주공그린빌8,46.2,5,12800
대구광역시 북구 동변동,주공그린빌8,46.2,2,13000
대구광역시 북구 동변동,주공그린빌8,59.83,11,16400
대구광역시 북구 동변동,주공그린빌8,59.83,9,16000
대구광역시 북구 동천동,동화골든빌,57.6183,3,18400
대구광역시 북구 동천동,동화골든빌,57.6183,4,17000
대구광역시 북구 동천동,동화골든빌,57.6183,13,20400
대구광역시 북구 동천동,동화골든빌,57.6183,7,19500
대구광역시 북구 동천동,동화골든빌,57.6183,3,17200
대구광역시 북구 동천동,동화골든빌,57.6183,2,20200
대구광역시 북구 동천동,동화골든빌,57.6183,4,18000
대구광역시 북구 동천동,보성서한타운,42.68,3,10450
대구광역시 북구 동천동,보성서한타운,59.9,12,15800
대구광역시 북구 동천동,보성서한타운,42.68,2,11000
대구광역시 북구 동천동,부영그린타운(2단지),59.8488,12,21600
대구광역시 북구 동천동,부영그린타운(2단지),59.8488,13,22600
대구광역시 북구 동천동,부영그린타운(2단지),81.1718,9,30300
대구광역시 북구 동천동,부영그린타운(2단지),81.1718,11,30000
대구광역시 북구 동천동,부영그린타운(2단지),59.8488,6,19900
대구광역시 북구 동천동,부영그린타운(2단지),81.1718,8,28775
대구광역시 북구 동천동,부영그린타운(2단지),81.1718,3,27500
대구광역시 북구 동천동,부영그린타운(2단지),81.1718,10,29000
대구광역시 북구 동천동,부영그린타운(2단지),59.8488,7,21700
대구광역시 북구 동천동,영남네오빌아트,84.8526,19,37000
대구광역시 북구 동천동,영남네오빌아트,84.8526,18,36950
대구광역시 북구 동천동,영남네오빌아트,84.8526,1,34000
대구광역시 북구 동천동,영남네오빌아트,84.8526,1,34200
대구광역시 북구 동천동,영남네오빌아트,84.8526,3,33500
대구광역시 북구 동천동,칠곡2영남타운,39.96,14,10280
대구광역시 북구 동천동,칠곡3화성타운,84.96,3,24100
대구광역시 북구 동천동,칠곡3화성타운,59.91,9,19200
대구광역시 북구 동천동,칠곡네스빌,84.5826,3,30450
대구광역시 북구 동천동,칠곡화성타운2차,35.44,10,9800
대구광역시 북구 동천동,칠곡화성타운2차,59.99,8,14600
대구광역시 북구 동천동,칠곡화성타운2차,41.62,17,10200
대구광역시 북구 동천동,화성센트럴파크,84.987,1,28900
대구광역시 북구 동천동,화성센트럴파크,59.963,9,22350
대구광역시 북구 동천동,화성센트럴파크,74.5075,3,27100
대구광역시 북구 매천동,매천휴먼시아,84.59,2,27000
대구광역시 북구 매천동,매천휴먼시아,74.84,5,26000
대구광역시 북구 매천동,매천휴먼시아,74.62,5,25370
대구광역시 북구 매천동,매천휴먼시아,84.58,4,28550
대구광역시 북구 매천동,매천휴먼시아,84.58,9,29400
대구광역시 북구 매천동,매천휴먼시아,74.88,5,27000
대구광역시 북구 매천동,매천휴먼시아,84.67,7,28150
대구광역시 북구 매천동,매천휴먼시아,84.58,1,27000
대구광역시 북구 복현동,(417-2),84.5368,6,25500
대구광역시 북구 복현동,(417-2),84.5368,4,23500
대구광역시 북구 복현동,광명,45.975,2,16500
대구광역시 북구 복현동,광명,46.625,3,16200
대구광역시 북구 복현동,복현83시영,42.59,3,12500
대구광역시 북구 복현동,복현건영,99.99,17,33500
대구광역시 북구 복현동,복현건영,59.88,10,20950
대구광역시 북구 복현동,복현대백맨션,59.94,3,16900
대구광역시 북구 복현동,복현블루밍브라운스톤명문세가,125.1,3,48000
대구광역시 북구 복현동,복현서한이다음,84.97,5,23800
대구광역시 북구 복현동,복현서한이다음,59.9,2,17250
대구광역시 북구 복현동,복현서한이다음,84.97,9,24800
대구광역시 북구 복현동,복현서한이다음,84.97,5,24000
대구광역시 북구 복현동,복현서한이다음,59.9,8,18200
대구광역시 북구 복현동,복현우방타운,84.98,4,24500
대구광역시 북구 복현동,복현청구타운,84.96,16,26700
대구광역시 북구 복현동,복현푸르지오,84.9958,4,43500
대구광역시 북구 복현동,복현푸르지오,84.9966,13,42300
대구광역시 북구 복현동,복현푸르지오,84.9989,4,38500
대구광역시 북구 복현동,소라,44.055,2,7300
대구광역시 북구 복현동,장미,50.94,4,10500
대구광역시 북구 복현동,장미,69.21,3,15400
대구광역시 북구 복현동,한라,70.4,5,12880
대구광역시 북구 복현동,한라,70.4,5,13400
대구광역시 북구 사수동,금호서한이다음,84.55,14,30500
대구광역시 북구 사수동,금호서한이다음,74.91,13,28500
대구광역시 북구 사수동,금호서한이다음,84.55,11,31000
대구광역시 북구 사수동,금호서한이다음,99.87,20,40200
대구광역시 북구 사수동,금호서한이다음,84.55,12,31900
대구광역시 북구 사수동,금호서한이다음,74.91,2,29000
대구광역시 북구 사수동,브라운스톤 강북,84.77,12,26800
대구광역시 북구 사수동,브라운스톤 강북,84.95,7,26500
대구광역시 북구 사수동,브라운스톤 강북,84.82,8,27000
대구광역시 북구 사수동,브라운스톤 강북,84.95,5,26400
대구광역시 북구 사수동,이편한세상대구금호,84.92,12,32500
대구광역시 북구 산격동,럭키로얄,72.06,5,14350
대구광역시 북구 산격동,럭키로얄,72.06,1,17400
대구광역시 북구 산격동,산격거평,59.975,10,15000
대구광역시 북구 산격동,산격거평,59.975,2,16500
대구광역시 북구 산격동,산격대우,59.87,8,25000
대구광역시 북구 산격동,산격대우,114.79,8,37300
대구광역시 북구 산격동,산격대우,59.87,15,24900
대구광역시 북구 산격동,산격대우,84.96,1,30000
대구광역시 북구 산격동,산격대우,43.225,15,16300
대구광역시 북구 산격동,산격대우,59.87,10,25500
대구광역시 북구 산격동,산격대우,84.96,2,29800
대구광역시 북구 산격동,산격대우,114.79,11,38200
대구광역시 북구 산격동,산격대우,114.79,18,38000
대구광역시 북구 산격동,산격보성,40.09,2,11000
대구광역시 북구 산격동,산격보성,40.09,1,11500
대구광역시 북구 산격동,산격보성,40.09,5,7700
대구광역시 북구 산격동,산격양우내안애,84.957,15,34000
대구광역시 북구 산격동,산격에덴3,56.1575,1,15900
대구광역시 북구 산격동,수정,61.99,1,14000
대구광역시 북구 서변동,동서리치모아,59.9629,10,18000
대구광역시 북구 서변동,동서리치모아,84.9655,9,22100
대구광역시 북구 서변동,동서변월드메르디앙,84.97,8,29500
대구광역시 북구 서변동,서변청아람,84.8212,11,20500
대구광역시 북구 서변동,영남네오빌블루,59.7194,11,19000
대구광역시 북구 서변동,영남네오빌블루,84.7804,10,21700
대구광역시 북구 서변동,영남네오빌블루,84.7804,10,22900
대구광역시 북구 서변동,영남네오빌블루,84.7804,9,22500
대구광역시 북구 서변동,화성리버파크1,84.9318,3,24000
대구광역시 북구 서변동,화성리버파크1,59.9654,5,17600
대구광역시 북구 서변동,화성리버파크2,59.9654,2,17000
대구광역시 북구 서변동,화성리버파크2,59.9654,5,18400
대구광역시 북구 읍내동,SD아이프라임강북,84.9696,5,26000
대구광역시 북구 읍내동,SD아이프라임강북,84.9696,11,27000
대구광역시 북구 읍내동,SD아이프라임강북,84.9696,5,27500
대구광역시 북구 읍내동,SD아이프라임강북,84.9696,5,26800
대구광역시 북구 읍내동,SD아이프라임강북,84.9606,5,27000
대구광역시 북구 읍내동,공작한양,101.9,10,20900
대구광역시 북구 읍내동,공작한양,88.855,3,18450
대구광역시 북구 읍내동,산호한양,59.82,13,13000
대구광역시 북구 읍내동,산호한양,36.18,7,9150
대구광역시 북구 읍내동,산호한양,59.82,11,14000
대구광역시 북구 읍내동,에덴,56.97,2,7100
대구광역시 북구 읍내동,칠곡목련,43.02,4,15000
대구광역시 북구 읍내동,칠곡목련,43.02,5,14900
대구광역시 북구 읍내동,칠곡목련,43.02,5,15400
대구광역시 북구 읍내동,칠곡우방,84.93,14,16850
대구광역시 북구 읍내동,칠곡이편한세상,124.8292,1,42600
대구광역시 북구 읍내동,칠곡한서타운,59.85,10,13500
대구광역시 북구 읍내동,칠곡한서타운,59.85,14,13300
대구광역시 북구 읍내동,코스모스한양,59.82,11,14000
대구광역시 북구 읍내동,코스모스한양,59.82,4,13800
대구광역시 북구 칠성동2가,금성,42.5,2,23000
대구광역시 북구 칠성동2가,대구역 서희스타힐스,84.49,7,39500
대구광역시 북구 칠성동2가,대구역 서희스타힐스,59.85,8,32000
대구광역시 북구 칠성동2가,대구역 서희스타힐스,84.84,24,39700
대구광역시 북구 칠성동2가,대구역 서희스타힐스,59.87,13,32500
대구광역시 북구 칠성동2가,삼성,59.586,18,24500
대구광역시 북구 칠성동2가,삼성,59.586,7,22700
대구광역시 북구 칠성동2가,새동네,63.45,2,19700
대구광역시 북구 칠성동2가,성광우방타운,84.93,19,27100
대구광역시 북구 칠성동2가,성광우방타운,59.9,15,21250
대구광역시 북구 칠성동2가,성광우방타운,84.93,3,23500
대구광역시 북구 칠성동2가,오페라 삼정 그린코아 더베스트,84.9746,3,60350
대구광역시 북구 칠성동2가,오페라 삼정 그린코아 더베스트,84.9746,34,67000
대구광역시 북구 칠성동2가,오페라 삼정 그린코아 더베스트,66.6347,19,52000
대구광역시 북구 칠성동2가,오페라 삼정 그린코아 더베스트,66.6347,32,52500
대구광역시 북구 칠성동2가,오페라 삼정 그린코아 더베스트,98.9919,31,89500
대구광역시 북구 칠성동2가,우방플러스빌,36.12,3,12900
대구광역시 북구 칠성동2가,침산1차푸르지오(2-2),123.4,26,79500
대구광역시 북구 침산동,강변일성트루엘,59.8079,16,32300
대구광역시 북구 침산동,건영하이츠,59.961,4,22800
대구광역시 북구 침산동,대한동아무지개,59.76,16,23700
대구광역시 북구 침산동,대한동아무지개,84.74,16,30000
대구광역시 북구 침산동,동아침산2무지개,84.74,13,31600
대구광역시 북구 침산동,롯데캐슬오페라,76.94,13,34100
대구광역시 북구 침산동,롯데캐슬오페라,84.91,9,38700
대구광역시 북구 침산동,명성푸르지오,113.2,15,55000
대구광역시 북구 침산동,명성푸르지오,84.84,9,41500
대구광역시 북구 침산동,삼정그린코아,84.78,3,31800
대구광역시 북구 침산동,선학맨션,84.82,12,21200
대구광역시 북구 침산동,선학맨션,84.82,14,20000
대구광역시 북구 침산동,선학맨션,84.82,15,18500
대구광역시 북구 침산동,제일,59.88,10,16300
대구광역시 북구 침산동,청구타운,59.99,15,18000
대구광역시 북구 침산동,청구타운,134.96,12,30400
대구광역시 북구 침산동,청구타운,134.96,14,30400
대구광역시 북구 침산동,청구타운,59.99,12,18000
대구광역시 북구 침산동,청구타운,69.84,13,20000
대구광역시 북구 침산동,청구타운,84.925,18,25600
대구광역시 북구 침산동,청구타운,59.99,2,17000
대구광역시 북구 침산동,침산2지구,47.54,9,12000
대구광역시 북구 침산동,침산2청구타운,59.91,11,19000
대구광역시 북구 침산동,침산2청구타운,84.98,2,24300
대구광역시 북구 침산동,침산2청구타운,59.91,12,19000
대구광역시 북구 침산동,침산2청구타운,59.91,8,18500
대구광역시 북구 침산동,침산남영,84.96,10,15500
대구광역시 북구 침산동,침산남영,59.95,11,12950
대구광역시 북구 침산동,침산동2차쌍용예가,75.6263,10,39200
대구광역시 북구 침산동,침산동서,57.69,8,18400
대구광역시 북구 침산동,침산동서,57.69,9,19100
대구광역시 북구 침산동,침산동화타운,59.82,10,14000
대구광역시 북구 침산동,침산태왕리더스,84.99,7,30400
대구광역시 북구 침산동,침산태왕리더스,84.99,19,32000
대구광역시 북구 침산동,침산태왕리더스,84.99,10,31700
대구광역시 북구 침산동,침산화성2,59.91,13,22400
대구광역시 북구 침산동,침산화성2,59.91,10,22300
대구광역시 북구 침산동,침산화성파크드림,59.9763,26,41900
대구광역시 북구 침산동,침산화성파크드림,59.9902,13,38800
대구광역시 북구 침산동,침산화성파크드림,84.9638,30,58000
대구광역시 북구 침산동,코오롱하늘채1단지,84.5064,18,52000
대구광역시 북구 침산동,코오롱하늘채1단지,106.382,12,66000
대구광역시 북구 침산동,코오롱하늘채2단지,134.1855,21,78500
대구광역시 북구 침산동,코오롱하늘채2단지,106.382,1,55000
대구광역시 북구 침산동,코오롱하늘채2단지,134.1855,5,73000
대구광역시 북구 침산동,코오롱하늘채2단지,84.799,18,50000
대구광역시 북구 침산동,한라스카이빌,84.7649,12,36900
대구광역시 북구 태전동,남영,59.87,10,16200
대구광역시 북구 태전동,남영,84.95,6,19000
대구광역시 북구 태전동,대백2,59.99,14,12100
대구광역시 북구 태전동,대백2,59.99,5,12400
대구광역시 북구 태전동,두성파크2,84.79,13,16500
대구광역시 북구 태전동,롯데,84.99,14,16900
대구광역시 북구 태전동,매천역더뉴클래스,49.4627,5,18700
대구광역시 북구 태전동,미진타운,59.98,3,11950
대구광역시 북구 태전동,미진타운,59.98,10,12400
대구광역시 북구 태전동,삼성,133.35,5,25900
대구광역시 북구 태전동,삼성,59.76,21,14000
대구광역시 북구 태전동,우방타운,59.985,14,14500
대구광역시 북구 태전동,우방타운,59.985,3,13000
대구광역시 북구 태전동,우방타운,84.995,3,18500
대구광역시 북구 태전동,이진캐스빌,67.7253,3,28150
대구광역시 북구 태전동,이진캐스빌,67.7253,9,27700
대구광역시 북구 태전동,중석타운,59.88,7,13500
대구광역시 북구 태전동,중석타운,59.88,10,13650
대구광역시 북구 태전동,칠곡관음타운,134.37,10,27000
대구광역시 북구 태전동,칠곡관음타운,84.96,6,20000
대구광역시 북구 태전동,칠곡관음타운,134.37,16,26300
대구광역시 북구 태전동,칠곡관음타운,59.78,11,13500
대구광역시 북구 태전동,칠곡대백맨션,134.95,10,21000
대구광역시 북구 태전동,칠곡에덴타운,84.96,7,22000
대구광역시 북구 태전동,칠곡에덴타운,84.96,12,19500
대구광역시 북구 태전동,칠곡에덴타운,84.96,11,20500
대구광역시 북구 태전동,칠곡에덴타운,60,13,14700
대구광역시 북구 태전동,칠곡에덴타운,60,10,16300
대구광역시 북구 태전동,칠곡에덴타운,60,5,15550
대구광역시 북구 태전동,태전3우방타운,59.99,6,15350
대구광역시 북구 태전동,태전3우방타운,59.99,20,13950
대구광역시 북구 태전동,태전역 더뉴클래스,49.3211,5,17800
대구광역시 북구 태전동,태전역 더뉴클래스,49.3211,2,17150
대구광역시 북구 태전동,한신중앙,36.87,7,8450
대구광역시 북구 태전동,한신중앙,47.25,15,10000
대구광역시 북구 태전동,한신중앙,47.25,2,10100
대구광역시 북구 태전동,한신중앙,47.25,10,10500
대구광역시 북구 태전동,한신중앙,47.25,14,10500
대구광역시 북구 태전동,한일,59.76,9,16200
대구광역시 북구 태전동,현대,84.95,1,19200
대구광역시 북구 태전동,현대전원,76.29,6,15500
대구광역시 북구 태전동,협성휴포레강북,72.9293,19,35600
대구광역시 북구 태전동,협성휴포레강북,72.9293,22,36500
대구광역시 북구 태전동,협성휴포레강북,72.9702,5,34200
대구광역시 북구 태전동,협성휴포레강북,72.9702,22,36300
대구광역시 북구 태전동,협성휴포레강북,72.9293,3,32000
대구광역시 북구 태전동,협성휴포레강북,72.9293,21,35500
대구광역시 북구 태전동,협성휴포레강북,72.9702,10,32100
대구광역시 북구 태전동,협성휴포레강북,84.9982,22,45300
대구광역시 북구 태전동,협화맨션,84.97,15,19000
대구광역시 북구 태전동,협화맨션,84.97,13,18000
대구광역시 북구 태전동,협화맨션,84.97,7,18500
대구광역시 북구 태전동,화성파크드림와이드,133.2941,12,38500
대구광역시 북구 태전동,화성파크드림와이드,84.7628,6,27000
대구광역시 북구 태전동,화성파크드림와이드,84.9757,7,28000
대구광역시 북구 팔달동,대백인터빌,84.95,11,23500
대구광역시 북구 팔달동,대백인터빌,84.95,5,24000
대구광역시 북구 팔달동,두산청구,45,11,11450
대구광역시 북구 팔달동,두산청구,84.96,13,22100
대구광역시 북구 팔달동,두산청구,45,9,11900
대구광역시 북구 팔달동,두산청구,59.85,16,18400
대구광역시 북구 팔달동,두산청구,45,10,11500
대구광역시 북구 팔달동,두산청구,45,5,11350
대구광역시 서구 내당동,광명,52.22,5,11500
대구광역시 서구 내당동,광장타운1차,84.99,7,44000
대구광역시 서구 내당동,광장타운1차,84.99,8,43000
대구광역시 서구 내당동,내당동화타운,59.94,5,15700
대구광역시 서구 내당동,내당시영,56.23,1,25500
대구광역시 서구 내당동,내당시영,55.34,4,23600
대구광역시 서구 내당동,내당시영,56.23,4,26800
대구광역시 서구 내당동,삼익뉴타운,46.21,7,13800
대구광역시 서구 내당동,삼익뉴타운,46.21,9,14100
대구광역시 서구 내당동,삼익뉴타운,116.23,12,27900
대구광역시 서구 내당동,삼익뉴타운,65.675,12,18500
대구광역시 서구 내당동,삼익뉴타운,65.79,10,18150
대구광역시 서구 내당동,삼익뉴타운,85.02,1,22000
대구광역시 서구 내당동,삼익주택,46.04,8,17300
대구광역시 서구 내당동,삼익주택,65.02,8,27000
대구광역시 서구 내당동,삼익주택,84.66,9,40000
대구광역시 서구 내당동,킹스턴파크,77.0972,6,29100
대구광역시 서구 내당동,해피스토리,59.72,5,20000
대구광역시 서구 비산동,보성,63.72,2,12000
대구광역시 서구 비산동,비산솔마을,59.79,4,18500
대구광역시 서구 비산동,삼성만평,52.1275,1,12000
대구광역시 서구 비산동,삼성만평,52.1275,4,11500
대구광역시 서구 비산동,삼성만평,73.5575,5,15000
대구광역시 서구 비산동,양문그레이스 A동,84.4327,10,24000
대구광역시 서구 비산동,페르하우스트,84.9107,2,26900
대구광역시 서구 비산동,페르하우스트,84.9645,3,26900
대구광역시 서구 비산동,페르하우스트,84.9645,9,27100
대구광역시 서구 비산동,한신휴플러스,84.98,7,28500
대구광역시 서구 원대동1가,신흥(가),56.2,5,10000
대구광역시 서구 원대동3가,반도,43.072,2,6500
대구광역시 서구 중리동,꽃동네,51.285,5,17000
대구광역시 서구 중리동,꽃동네,51.285,2,17950
대구광역시 서구 중리동,시영2,59.1,3,16500
대구광역시 서구 중리동,시영2,51.39,3,15400
대구광역시 서구 중리동,시영2,59.1,4,15800
대구광역시 서구 중리동,신세계,78.52,5,14450
대구광역시 서구 중리동,신세계,60.48,1,16500
대구광역시 서구 중리동,에덴둥지맨션,79.225,1,18750
대구광역시 서구 중리동,일신(719-1),49.28,2,10100
대구광역시 서구 중리동,일신(719-1),49.28,3,10100
대구광역시 서구 중리동,일신(720-1),55.12,1,14000
대구광역시 서구 중리동,중리롯데캐슬,84.984,13,32200
대구광역시 서구 중리동,진달래,43.8975,1,9900
대구광역시 서구 중리동,진달래2,56.34,2,15500
대구광역시 서구 평리동,동서1차,67.72,5,14000
대구광역시 서구 평리동,명성,42.83,2,16300
대구광역시 서구 평리동,평리광명아파트,53.815,3,16500
대구광역시 서구 평리동,평리광명아파트,49.09,5,15200
대구광역시 서구 평리동,평리광명아파트,49.09,4,14800
대구광역시 서구 평리동,평리광명아파트,49.09,1,15900
대구광역시 서구 평리동,평리광명아파트,49.09,4,16000
대구광역시 서구 평리동,평리롯데캐슬,105.1975,4,37000
대구광역시 서구 평리동,평리롯데캐슬,84.9639,11,34900
대구광역시 서구 평리동,평리롯데캐슬,124.7848,10,39000
대구광역시 서구 평리동,평리서신아파트,52.76,1,18100
대구광역시 서구 평리동,평리서신아파트,52.76,3,18680
대구광역시 서구 평리동,평리서신아파트,52.76,2,17180
대구광역시 서구 평리동,평리푸르지오,84.9203,2,32000
대구광역시 서구 평리동,평리푸르지오,59.8925,6,30000
대구광역시 서구 평리동,평리푸르지오,84.9203,5,36000
대구광역시 서구 평리동,평리푸르지오,84.9203,3,32900
대구광역시 서구 평리동,평리푸르지오,84.9203,22,37000
대구광역시 서구 평리동,평리푸르지오,84.9203,15,36000
대구광역시 서구 평리동,평리푸르지오,84.9203,9,37000
대구광역시 서구 평리동,평리푸르지오,113.2671,2,39500
대구광역시 수성구 노변동,노변대백,134.86,8,35500
대구광역시 수성구 노변동,노변대백,59.97,9,18000
대구광역시 수성구 두산동,대우트럼프월드수성,141.73,33,93000
대구광역시 수성구 두산동,대우트럼프월드수성,98.93,22,60000
대구광역시 수성구 만촌동,만촌 신동아 파밀리에,84.9438,2,29750
대구광역시 수성구 만촌동,만촌 신동아 파밀리에,84.9438,10,33000
대구광역시 수성구 만촌동,만촌 신동아 파밀리에,84.9438,3,31000
대구광역시 수성구 만촌동,만촌3차 화성파크드림,84.9882,11,85000
대구광역시 수성구 만촌동,만촌3차 화성파크드림,84.98,13,84000
대구광역시 수성구 만촌동,만촌3차 화성파크드림,84.98,6,84000
대구광역시 수성구 만촌동,만촌3차 화성파크드림,84.98,19,86000
대구광역시 수성구 만촌동,만촌동월드메르디앙,122.2367,9,80000
대구광역시 수성구 만촌동,만촌동월드메르디앙,99.3577,19,62900
대구광역시 수성구 만촌동,만촌보성타운,84.98,1,29400
대구광역시 수성구 만촌동,만촌역 태왕아너스,84.9422,11,64500
대구광역시 수성구 만촌동,만촌역 태왕아너스,84.9422,6,64000
대구광역시 수성구 만촌동,만촌우방타운1단지,84.92,13,47200
대구광역시 수성구 만촌동,만촌우방타운1단지,59.73,1,25200
대구광역시 수성구 만촌동,만촌우방타운1단지,84.92,14,51800
대구광역시 수성구 만촌동,만촌우방타운1단지,59.73,7,27000
대구광역시 수성구 만촌동,만촌우방타운1단지,59.73,17,30700
대구광역시 수성구 만촌동,만촌우방타운1단지,59.73,12,29800
대구광역시 수성구 만촌동,만촌우방타운1단지,59.73,8,30500
대구광역시 수성구 만촌동,만촌우방타운2단지,59.73,9,25000
대구광역시 수성구 만촌동,만촌우방타운2단지,84.98,3,46700
대구광역시 수성구 만촌동,만촌우방타운2단지,59.73,12,23600
대구광역시 수성구 만촌동,만촌우방타운2단지,59.73,15,25300
대구광역시 수성구 만촌동,만촌우방타운2단지,59.73,3,24000
대구광역시 수성구 만촌동,만촌태왕리더스,59.692,11,34000
대구광역시 수성구 만촌동,만촌화성파크스위트,84.8923,6,26850
대구광역시 수성구 만촌동,메트로팔레스1,134.98,9,63900
대구광역시 수성구 만촌동,메트로팔레스1,134.98,1,59500
대구광역시 수성구 만촌동,메트로팔레스2,74.91,12,36150
대구광역시 수성구 만촌동,메트로팔레스2,74.91,15,37650
대구광역시 수성구 만촌동,메트로팔레스2,84.93,8,44200
대구광역시 수성구 만촌동,수성2차e-편한세상,121.0597,17,93500
대구광역시 수성구 만촌동,수성풀비체,84.7456,7,32100
대구광역시 수성구 매호동,누리타운,59.97,6,18900
대구광역시 수성구 매호동,누리타운,59.97,12,19000
대구광역시 수성구 매호동,두레타운,39.9,3,11300
대구광역시 수성구 매호동,두레타운,39.9,9,11500
대구광역시 수성구 매호동,두레타운,39.9,12,12500
대구광역시 수성구 매호동,매호동서타운,59.9,5,21000
대구광역시 수성구 매호동,매호동서타운,84.98,15,30000
대구광역시 수성구 매호동,매호동서타운,59.9,9,20700
대구광역시 수성구 매호동,매호효성백년가약,84.9726,16,36200
대구광역시 수성구 매호동,시지매호2동서,59.93,15,24400
대구광역시 수성구 매호동,시지협화타운2,84.84,15,22700
대구광역시 수성구 매호동,시지협화타운2,84.84,6,26000
대구광역시 수성구 매호동,하나타운,45.69,8,15950
대구광역시 수성구 매호동,하나타운,45.69,11,17000
대구광역시 수성구 매호동,하나타운,45.69,7,16000
대구광역시 수성구 매호동,하나타운,49.92,7,16500
대구광역시 수성구 매호동,하나타운,49.92,8,18200
대구광역시 수성구 매호동,한일유앤아이,84.9925,14,43000
대구광역시 수성구 범물동,두성,84.97,2,19700
대구광역시 수성구 범물동,"범물에덴,신화아파트",83.46,10,24500
대구광역시 수성구 범물동,범물영남,84.385,14,28500
대구광역시 수성구 범물동,범물영남,84.385,11,29000
대구광역시 수성구 범물동,범물하이츠,49.935,10,15300
대구광역시 수성구 범물동,범물하이츠,41.85,6,11000
대구광역시 수성구 범물동,범물하이츠,41.85,11,11350
대구광역시 수성구 범물동,범물한라맨션,84.85,7,27000
대구광역시 수성구 범물동,범물한라맨션,84.85,13,28000
대구광역시 수성구 범물동,범물한라맨션,71.88,9,20000
대구광역시 수성구 범물동,범물한라맨션,132.01,5,35300
대구광역시 수성구 범물동,범물한라맨션,132.01,15,38000
대구광역시 수성구 범물동,보성송정타운,59.96,10,16850
대구광역시 수성구 범물동,보성송정타운,84.99,1,21000
대구광역시 수성구 범물동,보성송정타운,59.96,5,16500
대구광역시 수성구 범물동,보성송정타운,59.96,16,14400
대구광역시 수성구 범물동,보성송정타운,59.96,8,18900
대구광역시 수성구 범물동,보성송정타운,59.96,7,16400
대구광역시 수성구 범물동,삼주타운,59.91,5,14800
대구광역시 수성구 범물동,삼주타운,84.88,7,21500
대구광역시 수성구 범물동,삼주타운,84.88,2,20800
대구광역시 수성구 범물동,서한화성타운,65.97,7,20400
대구광역시 수성구 범물동,서한화성타운,84.575,13,27100
대구광역시 수성구 범물동,서한화성타운,84.575,12,23200
대구광역시 수성구 범물동,서한화성타운,84.575,16,27000
대구광역시 수성구 범물동,우방미진하이츠,38.78,1,8200
대구광역시 수성구 범물동,우방미진하이츠,84.9,12,27500
대구광역시 수성구 범물동,청구타운,134.49,8,35500
대구광역시 수성구 범물동,청아타운,84.995,13,24900
대구광역시 수성구 범물동,청아타운,84.995,4,24200
대구광역시 수성구 범물동,청아타운,84.995,6,25500
대구광역시 수성구 범물동,청아타운,134.73,6,33900
대구광역시 수성구 범물동,현대청림,59.99,4,21700
대구광역시 수성구 범어동,e편한세상범어,84.9557,21,62500
대구광역시 수성구 범어동,e편한세상범어,84.9557,28,63700
대구광역시 수성구 범어동,e편한세상범어,84.9557,4,60000
대구광역시 수성구 범어동,e편한세상범어,84.7725,10,60000
대구광역시 수성구 범어동,e편한세상범어,84.791,24,62000
대구광역시 수성구 범어동,e편한세상범어,84.7725,15,61500
대구광역시 수성구 범어동,e편한세상범어,84.791,23,65000
대구광역시 수성구 범어동,e편한세상범어,84.791,2,57000
대구광역시 수성구 범어동,e편한세상범어,84.791,2,59000
대구광역시 수성구 범어동,가든하이츠1,84.945,5,75000
대구광역시 수성구 범어동,가든하이츠3,84.98,8,67000
