지역,아파트,면적,층,가격
강원도 강릉시 견소동,송정한신,59.8,5,10900
강원도 강릉시 견소동,송정한신,116.175,10,18500
강원도 강릉시 견소동,송정해변신도브래뉴아파트,84.99,6,25000
강원도 강릉시 견소동,송정해변신도브래뉴아파트,84.99,3,20600
강원도 강릉시 견소동,송정해변신도브래뉴아파트,84.99,1,20500
강원도 강릉시 교동,강릉 교동 풍림아이원 아파트,84.9964,14,29200
강원도 강릉시 교동,강릉교동롯데캐슬1단지,135.1727,9,34300
강원도 강릉시 교동,강릉교동롯데캐슬2단지,118.0686,2,32500
강원도 강릉시 교동,교동1주공,59.89,10,16200
강원도 강릉시 교동,교동1주공,84.84,9,21550
강원도 강릉시 교동,교동1주공,84.84,4,21800
강원도 강릉시 교동,교동1주공,84.84,4,17500
강원도 강릉시 교동,교동1주공,84.84,1,20300
강원도 강릉시 교동,교동1주공,84.84,3,18600
강원도 강릉시 교동,교동2현대,84.97,1,20400
강원도 강릉시 교동,교동2현대,84.97,4,22500
강원도 강릉시 교동,교동3주공,59.86,10,16600
강원도 강릉시 교동,교동3주공,59.84,7,16100
강원도 강릉시 교동,교동3주공,59.86,4,17300
강원도 강릉시 교동,교동3주공,59.79,2,16150
강원도 강릉시 교동,교동이-편한세상,84.7155,15,25000
강원도 강릉시 교동,교동이-편한세상,84.7155,3,25000
강원도 강릉시 교동,교동이-편한세상,123.7566,3,32500
강원도 강릉시 교동,부영3차,84.93,1,20000
강원도 강릉시 교동,부영3차,84.93,1,17300
강원도 강릉시 교동,부영3차,84.93,11,16800
강원도 강릉시 교동,부영3차,84.93,7,19000
강원도 강릉시 교동,부영3차,84.93,3,19600
강원도 강릉시 교동,부영3차,84.93,4,20300
강원도 강릉시 교동,부영3차,84.93,7,19400
강원도 강릉시 교동,부영5,84.93,15,19500
강원도 강릉시 교동,부영5,84.93,6,19600
강원도 강릉시 교동,부영6,84.9763,10,20000
강원도 강릉시 교동,부영6,84.9763,13,20000
강원도 강릉시 교동,부영6,84.9763,1,16950
강원도 강릉시 교동,서일2,27.75,1,4600
강원도 강릉시 교동,한신,59.84,16,13200
강원도 강릉시 교동,현대,84.945,5,14700
강원도 강릉시 교동,현대하이빌,122.74,6,28500
강원도 강릉시 남문동,삼익그린맨션,164.754,12,21000
강원도 강릉시 내곡동,내곡동현대,59.84,4,14500
강원도 강릉시 내곡동,내곡동현대,84.865,14,17100
강원도 강릉시 내곡동,내곡동현대,84.99,3,15100
강원도 강릉시 내곡동,내곡시영,39.3,5,4000
강원도 강릉시 내곡동,내곡한라,59.97,9,11700
강원도 강릉시 노암동,노암2주공,42.74,1,4200
강원도 강릉시 노암동,노암3한라,39.762,11,7400
강원도 강릉시 노암동,노암3한라,59.994,2,10700
강원도 강릉시 노암동,노암3한라,59.994,14,9700
강원도 강릉시 노암동,노암3한라,39.762,3,6000
강원도 강릉시 노암동,노암3한라,74.64,8,13000
강원도 강릉시 노암동,노암남산현대,84.99,12,15700
강원도 강릉시 노암동,노암남산현대,84.99,12,12900
강원도 강릉시 노암동,노암남산현대,59.84,6,11300
강원도 강릉시 노암동,노암남산현대,84.99,4,13200
강원도 강릉시 노암동,신화,84.954,1,13700
강원도 강릉시 노암동,양우내안애,114.6085,12,24800
강원도 강릉시 노암동,양우내안애,114.6085,7,24800
강원도 강릉시 노암동,양우내안애,59.6927,12,16800
강원도 강릉시 노암동,영진노암2차,49.525,2,5700
강원도 강릉시 송정동,강릉송정 한신더휴,84.961,20,30000
강원도 강릉시 송정동,강릉송정 한신더휴,84.9955,16,27500
강원도 강릉시 송정동,대림맨션,77.99,7,12900
강원도 강릉시 송정동,비치소라,51,1,4500
강원도 강릉시 송정동,삼우은성,72.86,9,11900
강원도 강릉시 송정동,삼우은성,84.96,14,15900
강원도 강릉시 연곡면 영진리,근화,84.78,3,9800
강원도 강릉시 연곡면 영진리,삼우그린,30.24,4,4800
강원도 강릉시 연곡면 영진리,삼우그린,43.2,9,6250
강원도 강릉시 연곡면 영진리,삼우그린,43.2,12,6550
강원도 강릉시 연곡면 영진리,삼천리,59.85,4,7400
강원도 강릉시 연곡면 영진리,영진부영1,59.987,13,13800
강원도 강릉시 연곡면 영진리,영진부영2,59.987,2,12500
강원도 강릉시 입암동,강릉더샵,84.93,11,24000
강원도 강릉시 입암동,강릉더샵,84.94,7,23800
강원도 강릉시 입암동,강릉더샵,84.94,3,23900
강원도 강릉시 입암동,강릉입암동금호어울림,123.09,8,27900
강원도 강릉시 입암동,강릉입암동금호어울림,84.77,13,22900
강원도 강릉시 입암동,강릉입암동금호어울림,84.77,11,21000
강원도 강릉시 입암동,녹원,84.88,13,13000
강원도 강릉시 입암동,대인3,59.685,6,6900
강원도 강릉시 입암동,대인3,59.685,13,6500
강원도 강릉시 입암동,대인3,59.685,9,6850
강원도 강릉시 입암동,삼동광업소사원,43.47,2,5000
강원도 강릉시 입암동,에버그린,59.85,11,8300
강원도 강릉시 입암동,이안강릉타운,84.7,5,19900
강원도 강릉시 입암동,이안강릉타운,122.72,8,25000
강원도 강릉시 입암동,이안강릉타운,84.7,12,19000
강원도 강릉시 입암동,이안강릉타운,84.7,3,17800
강원도 강릉시 입암동,이안강릉타운,84.7,2,18250
강원도 강릉시 입암동,입암1주공,39.72,4,6200
강원도 강릉시 입암동,입암2주공,46.68,1,5800
강원도 강릉시 입암동,입암2주공,39.69,5,4800
강원도 강릉시 입암동,입암2주공,39.69,3,4600
강원도 강릉시 입암동,입암4주공,59.8,1,7500
강원도 강릉시 입암동,입암6주공,59.99,5,9350
강원도 강릉시 입암동,입암6주공,59.99,1,8900
강원도 강릉시 입암동,입암6주공,59.99,15,9000
강원도 강릉시 입암동,입암6주공,59.99,15,9800
강원도 강릉시 입암동,입암6주공,59.99,10,10000
강원도 강릉시 입암동,입암6주공,59.99,9,9200
강원도 강릉시 입암동,입암6주공,49.62,9,8200
강원도 강릉시 입암동,입암6주공,59.99,8,9300
강원도 강릉시 입암동,입암6주공,59.99,12,8600
강원도 강릉시 입암동,입암6주공,59.99,14,9400
강원도 강릉시 입암동,입암현대,59.956,12,12000
강원도 강릉시 입암동,입암현대,84.904,3,16000
강원도 강릉시 입암동,입암현대,59.824,6,11000
강원도 강릉시 입암동,입암현대,59.956,11,11000
강원도 강릉시 입암동,입암현대,59.956,5,11000
강원도 강릉시 입암동,입암현대,59.956,3,11400
강원도 강릉시 입암동,입암현대,59.824,4,11500
강원도 강릉시 입암동,입암현대,59.956,14,12000
강원도 강릉시 입암동,입암현대,59.956,5,10500
강원도 강릉시 입암동,입암현대,59.956,3,10650
강원도 강릉시 입암동,태평양임대,34.722,6,4570
강원도 강릉시 저동,경포현대,84.915,5,14500
강원도 강릉시 주문진읍 교항리,교항2주공,39.51,6,7700
강원도 강릉시 주문진읍 교항리,교항2주공,49.85,5,11000
강원도 강릉시 주문진읍 교항리,교항2주공,49.85,12,8700
강원도 강릉시 주문진읍 교항리,교항2주공,49.85,2,8200
강원도 강릉시 주문진읍 교항리,극동,63.18,2,8000
강원도 강릉시 주문진읍 교항리,소훈,84.68,1,5200
강원도 강릉시 주문진읍 교항리,소훈4차,72.09,1,5500
강원도 강릉시 주문진읍 교항리,우신그린피아임대,59.98,10,7900
강원도 강릉시 주문진읍 교항리,우신그린피아임대,49.86,10,6900
강원도 강릉시 주문진읍 주문리,주문진 라일플로리스4차,26.4616,13,11300
강원도 강릉시 초당동,동부,84.98,5,18700
강원도 강릉시 초당동,우성,84.77,4,14500
강원도 강릉시 초당동,유화3,45.68,4,7300
강원도 강릉시 초당동,이화해변(B~D동),29.82,4,4000
강원도 강릉시 초당동,이화해변(B~D동),29.82,2,4330
강원도 강릉시 초당동,이화해변(B~D동),29.82,4,4150
강원도 강릉시 초당동,초당동청마루,84.89,14,23500
강원도 강릉시 초당동,현대,59.875,8,11200
강원도 강릉시 초당동,현대,59.875,8,10700
강원도 강릉시 포남동,고려3,84.97,9,13000
강원도 강릉시 포남동,대목5,84.94,2,10900
강원도 강릉시 포남동,서일임대,23.76,4,2600
강원도 강릉시 포남동,서일임대,23.76,4,2600
강원도 강릉시 포남동,영진아파트,36.33,5,4000
강원도 강릉시 포남동,용지,60.9,2,7500
강원도 강릉시 포남동,일송,59.135,11,9800
강원도 강릉시 포남동,일송,59.135,2,9700
강원도 강릉시 포남동,일송,59.135,15,10300
강원도 강릉시 포남동,일송,59.135,14,9500
강원도 강릉시 포남동,일송,59.135,7,10500
강원도 강릉시 포남동,일송,58.87,15,9300
강원도 강릉시 포남동,일송,59.135,5,10000
강원도 강릉시 포남동,일송,59.135,7,9390
강원도 강릉시 포남동,일송,59.135,14,9500
강원도 강릉시 포남동,일송,59.135,15,10000
강원도 강릉시 포남동,일송,59.135,15,10000
강원도 강릉시 포남동,일송,58.87,4,10000
강원도 강릉시 포남동,청송,84.42,3,16000
강원도 강릉시 포남동,청송,84.42,1,17100
강원도 강릉시 포남동,포남1주공,41.98,3,6500
강원도 강릉시 포남동,포남1주공,41.98,1,6450
강원도 강릉시 포남동,포남1주공,41.98,1,6900
강원도 강릉시 포남동,포남1주공,42.54,1,7000
강원도 강릉시 포남동,포남2주공,47.01,2,7100
강원도 강릉시 홍제동,강릉홍제힐스테이트,129.689,9,27200
강원도 강릉시 홍제동,강릉홍제힐스테이트,129.689,8,29900
강원도 강릉시 홍제동,강릉홍제힐스테이트,84.409,11,24700
강원도 강릉시 홍제동,엘에이치미디어촌6단지,59.98,4,24000
강원도 강릉시 홍제동,엘에이치미디어촌6단지,59.98,19,22000
강원도 강릉시 홍제동,엘에이치미디어촌6단지,59.78,4,22000
강원도 강릉시 홍제동,우미린아파트,84.9843,18,34200
강원도 강릉시 홍제동,우미린아파트,84.9871,20,34000
강원도 강릉시 홍제동,우미린아파트,84.9871,8,34900
강원도 강릉시 홍제동,우미린아파트,84.9819,12,35400
강원도 강릉시 홍제동,우미린아파트,78.4089,15,30000
강원도 강릉시 홍제동,우미린아파트,84.9843,19,33900
강원도 강릉시 홍제동,우미린아파트,84.9871,4,32800
강원도 강릉시 홍제동,우미린아파트,78.4089,10,31000
강원도 강릉시 홍제동,우미린아파트,84.9819,12,34500
강원도 강릉시 홍제동,우산,50.445,11,6800
강원도 강릉시 홍제동,홍제한신휴플러스,84.97,12,29000
강원도 강릉시 홍제동,홍제한신휴플러스,84.59,18,28500
강원도 강릉시 홍제동,홍제한신휴플러스,59.96,10,22500
강원도 강릉시 회산동,강릉서희스타힐스리버파크,74.6787,12,21000
강원도 강릉시 회산동,강릉서희스타힐스리버파크,84.8956,2,21400
강원도 강릉시 회산동,강릉서희스타힐스리버파크,84.8956,2,21000
강원도 강릉시 회산동,강릉서희스타힐스리버파크,84.8956,10,24000
강원도 강릉시 회산동,힐스테이트 강릉,84.9925,3,24000
강원도 강릉시 회산동,힐스테이트 강릉,74.9974,15,23000
강원도 강릉시 회산동,힐스테이트 강릉,74.9985,6,24100
강원도 강릉시 회산동,힐스테이트 강릉,74.9974,13,25400
강원도 고성군 간성읍 상리,간성대명,59.4,4,7100
강원도 고성군 간성읍 상리,간성대명,39.6,3,5700
강원도 고성군 간성읍 신안리,고성삼익레스타운,84.92,7,15000
강원도 고성군 간성읍 신안리,고성삼익레스타운,39.36,13,6800
강원도 고성군 간성읍 신안리,고성삼익레스타운,39.36,15,6280
강원도 고성군 간성읍 신안리,고성삼익레스타운,59.68,13,11050
강원도 고성군 거진읍 거진리,동진,49.44,1,5050
강원도 고성군 거진읍 거진리,동진,58.26,1,5000
강원도 고성군 거진읍 송포리,거진오션상떼빌,70.64,12,19500
강원도 고성군 토성면 청간리,유진클래시움,37.65,13,11500
강원도 동해시 구미동,현진,59.8,9,6500
강원도 동해시 동회동,"대동1,2차",84.5525,15,11800
강원도 동해시 동회동,"대동1,2차",84.5525,8,11800
강원도 동해시 동회동,"대동1,2차",45,5,6200
강원도 동해시 동회동,대동3차,45,9,6400
강원도 동해시 동회동,북삼하우스디아파트,74.7297,25,22500
강원도 동해시 동회동,현대4차,45,8,6400
강원도 동해시 동회동,현대4차,59.3575,8,8200
강원도 동해시 동회동,현대5차,77.7562,7,13000
강원도 동해시 동회동,현대5차,77.7562,2,14000
강원도 동해시 묵호진동,삼본임대,40.965,6,5775
강원도 동해시 묵호진동,유한타워광이,59.14,3,4800
강원도 동해시 발한동,강경,46.54,3,3000
강원도 동해시 발한동,강경,46.54,5,3450
강원도 동해시 발한동,경민1차,53.14,4,2500
강원도 동해시 발한동,경민2차,79.15,2,5500
강원도 동해시 발한동,대원,22.23,4,950
강원도 동해시 발한동,현대비에스앤씨 현대썬앤빌 동해파크힐,59.8993,18,18000
강원도 동해시 발한동,현대비에스앤씨 현대썬앤빌 동해파크힐,59.8993,17,17100
강원도 동해시 북평동,북평주공2차,46.68,3,3900
강원도 동해시 북평동,유화맨션,76.0975,5,5000
강원도 동해시 쇄운동,아름다운아침,49.95,9,7000
강원도 동해시 쇄운동,아름다운아침,60,6,9000
강원도 동해시 쇄운동,아름다운아침,60,1,8250
강원도 동해시 용정동,승우,59.96,3,4350
강원도 동해시 이도동,동해아이파크,84.98,13,26100
강원도 동해시 이도동,이도1주공,49.62,10,6600
강원도 동해시 이도동,이도1주공,49.62,9,7000
강원도 동해시 이도동,이도1주공,49.62,14,5800
강원도 동해시 이도동,이도2주공,59.39,7,8800
강원도 동해시 이도동,현대,84.99,4,10500
강원도 동해시 천곡동,동해금호어울림,84.908,8,17800
강원도 동해시 천곡동,쌍용,73.97,17,14000
강원도 동해시 천곡동,쌍용,83.7,12,15000
강원도 동해시 천곡동,천곡주공1차,44.78,2,6100
강원도 동해시 천곡동,천곡주공4차,39.99,2,6380
강원도 동해시 천곡동,천곡주공4차,47.01,4,5900
강원도 동해시 천곡동,천곡주공4차,39.3,4,3900
강원도 동해시 천곡동,천곡주공4차,39.6,2,4850
강원도 동해시 천곡동,천곡주공4차,39.99,5,4450
강원도 동해시 천곡동,한양1차,68.32,3,8640
강원도 동해시 천곡동,한양2차,72.71,8,9400
강원도 동해시 천곡동,한양수자인,72.144,9,17800
강원도 동해시 천곡동,현대1차,84.945,6,9600
강원도 동해시 천곡동,현대1차,71.355,5,8800
강원도 동해시 천곡동,현대1차,84.945,8,8700
강원도 동해시 천곡동,현대1차,71.355,13,9300
강원도 동해시 천곡동,현대1차,84.945,5,11000
강원도 동해시 천곡동,현대1차,84.945,7,11300
강원도 동해시 평릉동,동해하나리움,59.9844,5,12700
강원도 동해시 평릉동,동해하나리움,59.9844,5,13200
강원도 동해시 평릉동,동해하나리움,59.9514,8,12000
강원도 동해시 평릉동,엘리시아,84.9162,1,22500
강원도 동해시 평릉동,코아루디오션,84.9694,6,24300
강원도 동해시 평릉동,코아루디오션,84.9788,13,23200
강원도 동해시 효가동,동아더프라임1단지,84.9714,5,15300
강원도 동해시 효가동,동아더프라임2단지,59.9798,3,15200
강원도 동해시 효가동,동아더프라임2단지,84.9714,14,18500
강원도 동해시 효가동,명보1차,46.25,1,2900
강원도 동해시 효가동,명보1차,46.25,2,3100
강원도 삼척시 건지동,코아루플러스,84.78,2,19900
강원도 삼척시 교동,e편한세상삼척교동,74.7748,3,19800
강원도 삼척시 교동,e편한세상삼척교동,59.8769,7,17450
강원도 삼척시 교동,강부2,49.815,3,4600
강원도 삼척시 교동,강부2,49.815,2,3200
강원도 삼척시 교동,교동지웰,59.8194,9,16000
강원도 삼척시 교동,교동지웰,84.9811,12,24300
강원도 삼척시 교동,교동지웰,84.9811,19,23800
강원도 삼척시 교동,교동청솔2차,59.85,9,8300
강원도 삼척시 교동,교동코아루,60,11,8500
강원도 삼척시 교동,교동코아루,60,6,8350
강원도 삼척시 교동,신동아,59.895,3,10000
강원도 삼척시 교동,코아루타워,96.49,2,25000
강원도 삼척시 교동,현대,59.62,3,6850
강원도 삼척시 남양동,강부맨션,64.25,7,9100
강원도 삼척시 남양동,동화3차,84.9,7,14150
강원도 삼척시 남양동,한흥3,39.93,1,5200
강원도 삼척시 도계읍 도계리,한림,56.7,1,2400
강원도 삼척시 도계읍 전두리,태진,46.25,5,1800
강원도 삼척시 성북동,명보1,59.85,3,4900
강원도 삼척시 원당동,한양,84.54,13,9000
강원도 삼척시 원당동,한양,84.54,10,9000
강원도 삼척시 원당동,한양,84.54,2,7700
강원도 삼척시 정상동,석미,56.97,6,6800
강원도 삼척시 정상동,석미,39.87,5,5350
강원도 삼척시 정상동,석미,39.87,11,4900
강원도 삼척시 정상동,석미,56.97,4,7000
강원도 삼척시 정상동,석미,56.97,5,7200
강원도 삼척시 정상동,유성,39.48,1,3900
강원도 삼척시 정상동,정상주공,32.43,1,2700
강원도 삼척시 정상동,청솔1차,59.85,1,7000
강원도 삼척시 정상동,청솔1차,59.85,12,6500
강원도 삼척시 정상동,현진에버빌,64.564,9,15000
강원도 삼척시 정상동,현진에버빌,80.429,8,19700
강원도 속초시 교동,남광하우스토리,59.8268,11,16800
강원도 속초시 교동,남광하우스토리,59.8268,17,17000
강원도 속초시 교동,남광하우스토리,59.8268,17,17500
강원도 속초시 교동,대명늘푸른,39.8354,14,7700
강원도 속초시 교동,대명늘푸른,59.9584,2,8400
강원도 속초시 교동,대명늘푸른,59.9584,2,7950
강원도 속초시 교동,동부,84.96,13,13000
강원도 속초시 교동,동부,84.96,13,13500
강원도 속초시 교동,동부,84.96,3,12200
강원도 속초시 교동,럭키설악1,84.93,9,14000
강원도 속초시 교동,럭키설악1,76.39,6,8900
강원도 속초시 교동,럭키설악2,84.991,6,10800
강원도 속초시 교동,로얄2,49.74,5,5100
강원도 속초시 교동,로얄2,49.74,2,6700
강원도 속초시 교동,로얄나하나(904-5),59.97,7,9200
강원도 속초시 교동,로얄나하나(904-5),59.97,10,10000
강원도 속초시 교동,로얄나하나(904-5),59.97,7,9500
강원도 속초시 교동,명지미래힐,118.0531,5,27500
강원도 속초시 교동,명지미래힐,84.9295,12,20500
강원도 속초시 교동,명지미래힐,84.9295,7,20900
강원도 속초시 교동,삼환,54.58,4,7900
강원도 속초시 교동,서울대명1,84.9,8,10800
강원도 속초시 교동,석미모닝파크,73.1,2,16000
강원도 속초시 교동,설악현대,73.305,1,12000
강원도 속초시 교동,설악현대,73.305,14,13000
강원도 속초시 교동,속초 교동 블루핀,24.88,17,12740
강원도 속초시 교동,속초교동시티프라디움,84.3403,6,24700
강원도 속초시 교동,속초대명1(대명타워),59.78,14,7300
강원도 속초시 교동,속초대명3,59.93,9,9300
강원도 속초시 교동,주공2,47.3,5,8500
강원도 속초시 교동,청초대우,70.236,6,15500
강원도 속초시 교동,청초대우,59.946,1,13800
강원도 속초시 교동,청초대우,84.999,4,16500
강원도 속초시 교동,현대1,84.99,11,12900
강원도 속초시 교동,현대1,84.99,11,11000
강원도 속초시 교동,현대1,121.98,9,16000
강원도 속초시 교동,현대1,75.24,15,10400
강원도 속초시 교동,현대2,123.27,15,20500
강원도 속초시 교동,현대2,84.96,12,13000
강원도 속초시 교동,현대3,84.975,7,14000
강원도 속초시 교동,현대3,59.852,13,11200
강원도 속초시 교동,현대3,59.852,4,11000
강원도 속초시 금호동,보람레이크더하임,156.76,1,29500
강원도 속초시 금호동,속초e-편한세상,84.975,9,23000
강원도 속초시 동명동,e편한세상 영랑호,84.9439,25,36800
강원도 속초시 동명동,e편한세상 영랑호,84.9147,24,34500
강원도 속초시 동명동,e편한세상 영랑호,84.9439,12,30000
강원도 속초시 동명동,e편한세상 영랑호,74.6496,18,27500
강원도 속초시 동명동,e편한세상 영랑호,84.9147,1,26000
강원도 속초시 동명동,e편한세상 영랑호,84.9147,18,36500
강원도 속초시 동명동,영금정,59.46,5,17000
강원도 속초시 영랑동,대명드림빌,84.3789,14,20000
강원도 속초시 영랑동,동현,84.96,4,14000
강원도 속초시 조양동,대광로제비앙,84.8533,8,21000
강원도 속초시 조양동,대광로제비앙,84.8533,14,21200
강원도 속초시 조양동,대광로제비앙,84.8533,7,19400
강원도 속초시 조양동,부영1(동광),84.76,11,17250
강원도 속초시 조양동,부영2,49.92,9,9000
강원도 속초시 조양동,부영2,49.92,14,9400
강원도 속초시 조양동,부영3,59.905,14,10650
강원도 속초시 조양동,부영3,59.905,6,10300
강원도 속초시 조양동,부영3,59.905,3,10500
강원도 속초시 조양동,부영3,59.905,8,10600
강원도 속초시 조양동,부영3,59.905,12,10800
강원도 속초시 조양동,부영3,84.88,2,14500
강원도 속초시 조양동,부영3,59.905,5,10200
강원도 속초시 조양동,부영3,84.88,2,16500
강원도 속초시 조양동,부영3,84.88,13,21500
강원도 속초시 조양동,부영3,59.905,3,10970
강원도 속초시 조양동,부영5,40,3,7500
강원도 속초시 조양동,부영5,50,1,6500
강원도 속초시 조양동,부영5,50,10,9000
강원도 속초시 조양동,부영5,50,6,7800
강원도 속초시 조양동,부영5,40,3,7300
강원도 속초시 조양동,부영5,40,13,6700
강원도 속초시 조양동,부영6,50,10,7000
강원도 속초시 조양동,성호,59.76,18,9900
강원도 속초시 조양동,성호,59.76,6,10500
강원도 속초시 조양동,성호,49.65,12,7800
강원도 속초시 조양동,성호,59.76,19,9900
강원도 속초시 조양동,속초 KCC 스위첸,84.9762,20,29800
강원도 속초시 조양동,속초조양양우내안애아파트,59.7891,13,18000
강원도 속초시 조양동,속초조양양우내안애아파트,59.9588,13,18300
강원도 속초시 조양동,속초조양코아루,84.98,2,17500
강원도 속초시 조양동,조양1주공,59.99,5,11200
강원도 속초시 조양동,조양1주공,59.99,12,11000
강원도 속초시 조양동,조양1주공,59.99,12,9750
강원도 속초시 조양동,진덕설악,46.04,12,7300
강원도 속초시 조양동,효성해링턴플레이스,84.99,12,27290
강원도 속초시 청호동,속초청호아이파크,84.82,14,39000
강원도 속초시 청호동,속초청호아이파크,84.94,19,45800
강원도 속초시 청호동,속초청호아이파크,59.98,16,25700
강원도 속초시 청호동,속초청호아이파크,75.97,4,30800
강원도 양구군 양구읍 상리,경림,59.4,10,10500
강원도 양구군 양구읍 상리,서희스타힐스,114.4,10,28500
강원도 양구군 양구읍 상리,서희스타힐스,84.99,8,21500
강원도 양구군 양구읍 상리,서희스타힐스,84.884,4,22500
강원도 양구군 양구읍 상리,포미재,84.4862,8,16000
강원도 양구군 양구읍 정림리,양구석미모닝파크,77.12,5,14800
강원도 양양군 강현면 강선리,양양우미린디오션,84.98,7,23970
강원도 양양군 강현면 정암리,썬라이즈빌,50.5365,9,19000
강원도 양양군 양양읍 거마리,설악실크벨리,25.45,7,2730
강원도 양양군 양양읍 거마리,설악실크벨리,25.45,5,2880
강원도 양양군 양양읍 구교리,로얄타워맨션,59.748,9,7400
강원도 양양군 양양읍 구교리,정아골든맨션,54.48,10,5500
강원도 양양군 양양읍 내곡리,이편한세상양양,60.3525,1,17100
강원도 양양군 양양읍 내곡리,이편한세상양양,60.3525,2,17100
강원도 양양군 양양읍 내곡리,하이펠리스,84.6,3,14000
강원도 양양군 양양읍 서문리,양양서문주공,51.85,5,10000
강원도 양양군 양양읍 서문리,양양서문주공,59.57,3,11800
강원도 양양군 양양읍 서문리,양양코아루,73.8029,12,16000
강원도 양양군 양양읍 서문리,양양코아루,73.8029,18,15200
강원도 양양군 양양읍 성내리,정아2,45.82,5,4500
강원도 양양군 양양읍 송암리,일심샹스빌2단지,84.9984,2,12000
강원도 양양군 양양읍 월리,명지푸르미,84.7407,2,12000
강원도 양양군 양양읍 월리,명지푸르미,84.7407,12,12500
강원도 양양군 양양읍 월리,명지푸르미,84.7407,7,13300
강원도 양양군 현남면 광진리,대목바다마을,38.88,4,6900
강원도 양양군 현남면 광진리,대목바다마을,58.32,1,10000
강원도 양양군 현남면 광진리,대목바다마을,38.88,6,6800
강원도 영월군 영월읍 덕포리,금용,59.82,3,7000
강원도 영월군 영월읍 방절리,신아,39.9,4,2850
강원도 영월군 영월읍 영흥리,장미,63,5,5300
강원도 영월군 영월읍 하송리,다미아아파트,59.9208,7,18000
강원도 영월군 영월읍 하송리,드림채,121.473,16,25500
강원도 영월군 영월읍 하송리,주공2,46.98,1,5300
강원도 영월군 영월읍 하송리,주공2,47.31,1,6100
강원도 영월군 영월읍 하송리,주공3,49.96,6,7400
강원도 영월군 영월읍 하송리,주공4,59.8,9,11700
강원도 영월군 영월읍 하송리,주공4,49.44,9,7700
강원도 영월군 영월읍 하송리,하송주공1차,38.57,4,5100
강원도 영월군 영월읍 하송리,하송주공1차,39.38,4,5900
강원도 영월군 영월읍 하송리,하송주공1차,54.09,1,7000
강원도 영월군 영월읍 하송리,하송주공1차,39.38,4,3700
강원도 영월군 영월읍 하송리,하송주공1차,39.38,4,4850
강원도 원주시 개운동,개운한신휴플러스1차,84.98,2,18700
강원도 원주시 개운동,개운한신휴플러스1차,84.98,5,19500
강원도 원주시 개운동,개운현대,84.986,17,10900
강원도 원주시 개운동,개운현대,84.974,8,11800
강원도 원주시 개운동,세경,47.07,3,5000
강원도 원주시 개운동,원주개운휴먼시아1단지,116.92,4,25000
강원도 원주시 개운동,원주힐스테이트,133.9912,16,26000
강원도 원주시 개운동,원주힐스테이트,137.4292,14,24000
강원도 원주시 개운동,원흥1단지,64.624,4,5000
강원도 원주시 개운동,원흥3단지,59.9,12,6500
강원도 원주시 관설동,청솔5차,59.85,6,6850
강원도 원주시 관설동,청솔6차,59.85,1,7900
강원도 원주시 관설동,청솔6차,59.85,11,8000
강원도 원주시 관설동,청솔6차,59.85,5,7200
강원도 원주시 관설동,청솔6차,59.85,12,7400
강원도 원주시 관설동,청솔8차,59.85,11,7700
강원도 원주시 관설동,청솔8차,59.85,5,7700
강원도 원주시 관설동,코아루,84.96,10,17500
강원도 원주시 관설동,코아루,84.96,13,15650
강원도 원주시 관설동,현진에버빌4차,84.976,4,16000
강원도 원주시 단계동,단계롯데,84.91,2,11100
강원도 원주시 단계동,단계롯데,76.54,3,10300
강원도 원주시 단계동,단계이안1단지,84.93,2,18000
강원도 원주시 단계동,단계이안2단지,84.93,15,19400
강원도 원주시 단계동,라이프타운,101.67,11,15000
강원도 원주시 단계동,봉화산e-편한세상,84.98,5,23000
강원도 원주시 단계동,봉화산벨라시티,74.6711,19,23150
강원도 원주시 단계동,봉화산벨라시티,84.9883,8,25300
강원도 원주시 단계동,봉화산벨라시티,74.6711,16,22450
강원도 원주시 단계동,봉화산벨라시티,84.9883,3,26000
강원도 원주시 단계동,성일,114.99,1,11000
강원도 원주시 단계동,원주봉화산벨라시티2차아파트,59.9671,25,19500
강원도 원주시 단계동,원주봉화산벨라시티2차아파트,84.9794,11,28000
강원도 원주시 단계동,원주봉화산벨라시티2차아파트,84.9794,16,27900
강원도 원주시 단계동,원주봉화산푸르지오,84.8617,26,32500
강원도 원주시 단계동,원주봉화산푸르지오,72.8686,16,25800
강원도 원주시 단계동,코오롱,84.59,11,15200
강원도 원주시 단계동,코오롱,59.73,14,11500
강원도 원주시 단계동,코오롱,59.73,10,11000
강원도 원주시 단계동,현대3차,84.93,10,12800
강원도 원주시 단계동,현대3차,84.93,8,11000
강원도 원주시 단계동,현진,84.74,5,12200
강원도 원주시 단구동,개운2차한신휴플러스,59.808,11,15000
강원도 원주시 단구동,개운2차한신휴플러스,84.98,13,20700
강원도 원주시 단구동,구곡2현대,77.82,7,12800
강원도 원주시 단구동,단구동휴플러스,84.9035,9,27000
강원도 원주시 단구동,단구동휴플러스,84.6989,16,27500
강원도 원주시 단구동,단구동휴플러스,84.6989,19,27300
강원도 원주시 단구동,단구동휴플러스,84.9035,12,26900
강원도 원주시 단구동,대림,59.903,1,11000
강원도 원주시 단구동,대림,59.901,5,10000
강원도 원주시 단구동,대림,59.903,11,11500
강원도 원주시 단구동,대림,59.901,7,12000
강원도 원주시 단구동,두산,134.97,12,19000
강원도 원주시 단구동,두산,134.97,13,17500
강원도 원주시 단구동,성일,59.55,15,9500
